model_key,model_id,is_official,recall_at_5,recall_at_10,mrr,ndcg_at_10,hit_rate_at_5,required_block_coverage_at_5,required_block_coverage_at_10,model_load_seconds,passage_embedding_seconds,query_embedding_seconds,peak_cuda_memory_bytes,embedding_dimension,passage_throughput,query_throughput,truncation_rate
gte_multilingual_base,Alibaba-NLP/gte-multilingual-base,True,0.9047619047619048,0.9702380952380952,0.8020171957671958,0.7898731407518034,0.9166666666666666,0.9047619047619048,0.9702380952380952,11.791737267999991,7.301925742999998,9.229457679000006,0,768,1.643402086292622,9.101293155190158,0.0
bge_m3,BAAI/bge-m3,True,0.9047619047619048,0.9821428571428571,0.828188775510204,0.8123131846156646,0.9166666666666666,0.9047619047619048,0.9821428571428571,32.040098551,16.148977315000025,14.024558043000013,0,1024,0.7430811107062343,5.989493554267571,0.0
multilingual_e5_large_instruct,intfloat/multilingual-e5-large-instruct,True,0.9583333333333334,1.0,0.8700396825396824,0.851616549391461,0.9642857142857143,0.9583333333333334,1.0,15.761688294999999,8.867394078000018,48.78380868099998,0,1024,1.3532724377020717,1.7218827777322725,0.0
turkish_e5_large,ytu-ce-cosmos/turkish-e5-large,True,0.9345238095238095,0.9880952380952381,0.8173520923520924,0.8066146385980945,0.9404761904761905,0.9345238095238095,0.9880952380952381,25.99710057699997,7.443574925999997,41.705810735,0,1024,1.6121285967156267,2.0141078310103735,0.0
