retriever_key,retriever,recall_at_5,recall_at_10,mrr,ndcg_at_10,hit_rate_at_5,required_block_coverage_at_5,required_block_coverage_at_10,index_build_seconds,query_embedding_seconds,query_retrieval_seconds,chunk_count,bm25_k1,bm25_b
dense_e5,Dense — intfloat/multilingual-e5-large-instruct,0.9583333333333334,1.0,0.8700396825396824,0.851616549391461,0.9642857142857143,0.9583333333333334,1.0,,41.733808855999996,0.1741970520000109,12,,
sparse_bm25,Sparse — BM25,0.9107142857142857,0.9583333333333334,0.8445767195767195,0.8253427136056326,0.9166666666666666,0.9107142857142857,0.9583333333333334,0.0008563469999671725,,0.00335917199998903,12,1.5,0.75
